Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
108266,STEM,Senior,3.106,1.08,Debugging/Troubleshooting,Beginner,2,False,5.79,4,Allowed_With_Citation,1,2.873,91.26,Low
108272,STEM,Senior,3.496,4.16,Debugging/Troubleshooting,Advanced,5,True,12.85,3,Actively_Encouraged,6,4.0,99.64,Low
108273,STEM,Junior,3.078,2.68,Ideation,Advanced,3,False,3.41,2,Allowed_With_Citation,3,3.358,69.29,High
108280,STEM,Sophomore,2.451,36.77,Ideation,Beginner,1,True,14.67,8,Strict_Ban,9,2.635,49.8,High
108288,STEM,Graduate,2.649,8.81,Copywriting/Drafting,Advanced,3,True,21.34,5,Allowed_With_Citation,1,3.221,90.77,Low
108289,STEM,Graduate,3.107,11.92,Debugging/Troubleshooting,Intermediate,5,True,11.09,5,Allowed_With_Citation,4,3.621,64.81,High
108293,STEM,Sophomore,3.383,15.57,Copywriting/Drafting,Advanced,4,False,12.35,5,Actively_Encouraged,9,3.733,79.23,High
108294,STEM,Sophomore,2.794,7.74,Debugging/Troubleshooting,Intermediate,2,False,4.66,2,Actively_Encouraged,6,3.029,59.43,Medium
108299,STEM,Junior,2.595,28.59,Ideation,Advanced,5,True,1.0,3,Actively_Encouraged,2,2.642,55.33,High
108302,STEM,Sophomore,3.66,3.2,Debugging/Troubleshooting,Intermediate,2,True,14.27,4,Actively_Encouraged,8,3.628,84.38,Low
108304,STEM,Graduate,3.157,11.19,Debugging/Troubleshooting,Beginner,1,True,23.72,3,Actively_Encouraged,3,3.457,86.72,Medium
108305,STEM,Junior,2.91,5.86,Ideation,Intermediate,3,False,2.26,2,Allowed_With_Citation,5,3.045,60.48,Low
108306,STEM,Freshman,3.653,0.18,Debugging/Troubleshooting,Intermediate,3,False,15.85,1,Strict_Ban,5,3.633,79.18,Low
108307,STEM,Junior,3.599,2.21,Debugging/Troubleshooting,Advanced,4,True,15.13,2,Actively_Encouraged,3,4.0,87.85,High
108312,STEM,Sophomore,3.798,11.42,Direct_Answer_Generation,Beginner,2,False,11.94,6,Allowed_With_Citation,1,4.0,84.04,High
108313,STEM,Senior,3.32,2.79,Direct_Answer_Generation,Intermediate,2,False,20.04,1,Actively_Encouraged,3,3.592,82.86,Low
108316,STEM,Junior,3.531,33.84,Debugging/Troubleshooting,Intermediate,2,False,13.05,5,Actively_Encouraged,1,3.797,53.61,High
108321,STEM,Freshman,3.232,13.52,Debugging/Troubleshooting,Intermediate,3,False,5.98,5,Allowed_With_Citation,3,3.474,57.88,High
108323,STEM,Freshman,3.449,6.17,Debugging/Troubleshooting,Beginner,2,False,10.99,1,Allowed_With_Citation,2,4.0,83.23,Low
108325,STEM,Sophomore,3.412,0.5,Ideation,Beginner,1,False,10.1,4,Allowed_With_Citation,1,3.601,62.94,Low
108327,STEM,Junior,3.262,10.26,Debugging/Troubleshooting,Intermediate,2,True,9.21,5,Actively_Encouraged,3,3.409,77.0,Medium
108343,STEM,Sophomore,3.439,9.36,Direct_Answer_Generation,Advanced,5,False,10.59,4,Allowed_With_Citation,5,3.459,81.81,Medium
108348,STEM,Freshman,3.629,11.64,Ideation,Beginner,2,False,17.81,5,Strict_Ban,7,3.542,92.42,High
108352,STEM,Senior,2.898,7.29,Debugging/Troubleshooting,Advanced,3,True,10.95,2,Strict_Ban,6,3.481,95.54,High
108355,STEM,Graduate,3.606,40.0,Debugging/Troubleshooting,Beginner,3,True,9.68,9,Strict_Ban,10,3.699,84.15,High
108357,STEM,Junior,3.534,9.95,Debugging/Troubleshooting,Intermediate,3,False,5.37,4,Actively_Encouraged,3,3.947,75.74,High
108359,STEM,Junior,2.648,17.13,Summarizing_Reading,Advanced,3,False,12.74,3,Actively_Encouraged,4,2.928,71.56,High
108360,STEM,Sophomore,2.712,4.01,Debugging/Troubleshooting,Advanced,3,True,12.95,3,Allowed_With_Citation,2,2.735,90.02,Medium
108362,STEM,Sophomore,3.703,4.37,Debugging/Troubleshooting,Intermediate,4,False,3.6,3,Allowed_With_Citation,5,3.506,69.83,Medium
108363,STEM,Senior,3.445,11.0,Debugging/Troubleshooting,Beginner,2,False,8.52,4,Actively_Encouraged,10,3.554,83.08,High
108370,STEM,Graduate,3.721,16.46,Debugging/Troubleshooting,Advanced,3,True,2.71,5,Strict_Ban,6,4.0,73.72,High
108371,STEM,Senior,2.766,0.65,Direct_Answer_Generation,Intermediate,4,True,20.1,1,Allowed_With_Citation,3,3.163,77.0,Medium
108377,STEM,Junior,3.459,4.33,Ideation,Intermediate,1,False,11.75,4,Allowed_With_Citation,5,3.836,59.52,Low
108378,STEM,Sophomore,2.734,5.06,Direct_Answer_Generation,Advanced,5,True,7.78,3,Allowed_With_Citation,7,2.763,65.49,High
108382,STEM,Senior,3.15,18.32,Summarizing_Reading,Intermediate,4,True,20.2,6,Allowed_With_Citation,5,3.631,89.93,High
108385,STEM,Graduate,2.791,1.32,Debugging/Troubleshooting,Beginner,3,False,11.71,4,Actively_Encouraged,3,2.976,41.13,Medium
108390,STEM,Graduate,2.861,2.1,Summarizing_Reading,Intermediate,2,False,16.77,1,Actively_Encouraged,3,3.145,74.66,Low
108392,STEM,Freshman,3.497,2.4,Direct_Answer_Generation,Intermediate,4,False,11.77,2,Actively_Encouraged,4,3.438,76.51,Low
108406,STEM,Freshman,3.55,12.1,Summarizing_Reading,Intermediate,3,True,13.71,6,Actively_Encouraged,4,3.823,62.89,Low
108407,STEM,Junior,3.652,6.6,Direct_Answer_Generation,Intermediate,2,True,15.82,4,Allowed_With_Citation,2,3.791,68.44,Low
108408,STEM,Freshman,3.104,11.25,Debugging/Troubleshooting,Advanced,4,False,6.86,2,Actively_Encouraged,3,3.487,80.56,Medium
108415,STEM,Graduate,3.032,3.06,Debugging/Troubleshooting,Advanced,3,True,19.41,1,Actively_Encouraged,1,3.749,100.0,Medium
108416,STEM,Senior,3.646,8.52,Debugging/Troubleshooting,Advanced,3,False,16.24,5,Actively_Encouraged,6,4.0,90.8,Medium
108420,STEM,Senior,3.112,2.06,Summarizing_Reading,Beginner,2,True,4.99,4,Strict_Ban,2,3.263,73.65,High
108422,STEM,Freshman,3.436,6.76,Debugging/Troubleshooting,Intermediate,4,False,14.2,4,Allowed_With_Citation,4,3.756,51.76,Low
108423,STEM,Junior,3.518,1.55,Summarizing_Reading,Advanced,4,False,8.96,2,Allowed_With_Citation,7,3.834,81.75,Medium
108424,STEM,Junior,3.119,3.71,Summarizing_Reading,Beginner,1,False,8.61,4,Allowed_With_Citation,7,3.246,65.13,High
108425,STEM,Graduate,2.873,9.82,Summarizing_Reading,Intermediate,3,False,14.34,3,Strict_Ban,3,3.358,70.02,Medium
108427,STEM,Freshman,2.489,1.92,Copywriting/Drafting,Beginner,2,False,17.31,1,Actively_Encouraged,4,2.596,85.98,Medium
108430,STEM,Senior,3.624,19.89,Debugging/Troubleshooting,Beginner,1,True,8.76,6,Strict_Ban,8,4.0,63.29,High
108431,STEM,Freshman,3.285,2.77,Ideation,Intermediate,5,False,21.0,2,Allowed_With_Citation,6,3.221,79.26,Low
108433,STEM,Graduate,3.478,1.74,Debugging/Troubleshooting,Beginner,2,False,10.39,3,Actively_Encouraged,1,3.588,88.49,Low
108436,STEM,Graduate,3.868,18.48,Summarizing_Reading,Advanced,4,True,4.98,6,Allowed_With_Citation,4,4.0,82.17,High
108438,STEM,Freshman,2.99,1.48,Summarizing_Reading,Advanced,3,False,17.32,3,Allowed_With_Citation,8,3.061,66.27,Low
108441,STEM,Sophomore,2.687,1.53,Copywriting/Drafting,Intermediate,4,False,21.56,3,Strict_Ban,8,2.943,70.16,Low
108442,STEM,Senior,2.198,14.78,Debugging/Troubleshooting,Beginner,3,True,16.08,6,Actively_Encouraged,9,2.646,66.32,Medium
108445,STEM,Graduate,3.054,5.84,Debugging/Troubleshooting,Intermediate,4,True,10.62,2,Actively_Encouraged,6,3.613,100.0,Low
108449,STEM,Junior,3.049,35.88,Debugging/Troubleshooting,Intermediate,3,False,5.85,5,Actively_Encouraged,6,3.296,66.51,Medium
108452,STEM,Sophomore,2.95,13.09,Summarizing_Reading,Intermediate,5,True,13.19,3,Allowed_With_Citation,5,3.144,68.37,Medium
108456,STEM,Sophomore,2.694,30.68,Debugging/Troubleshooting,Advanced,4,True,13.06,6,Allowed_With_Citation,5,3.272,89.89,High
108463,STEM,Junior,3.597,8.61,Debugging/Troubleshooting,Intermediate,4,True,1.14,5,Actively_Encouraged,7,3.658,59.49,Low
108466,STEM,Senior,2.836,7.18,Direct_Answer_Generation,Advanced,3,True,9.86,4,Actively_Encouraged,6,2.947,65.45,High
108469,STEM,Freshman,3.1,5.19,Debugging/Troubleshooting,Beginner,1,False,2.25,3,Allowed_With_Citation,3,3.216,70.05,High
108470,STEM,Junior,3.61,0.59,Ideation,Advanced,3,False,15.19,1,Allowed_With_Citation,1,3.924,83.64,Low
108471,STEM,Freshman,3.321,6.14,Debugging/Troubleshooting,Advanced,5,False,6.21,1,Allowed_With_Citation,7,3.467,91.87,Medium
108472,STEM,Senior,3.428,10.21,Debugging/Troubleshooting,Advanced,3,True,16.69,1,Allowed_With_Citation,5,4.0,95.7,Low
108474,STEM,Junior,3.876,9.94,Debugging/Troubleshooting,Advanced,3,False,10.61,2,Strict_Ban,3,4.0,100.0,High
108477,STEM,Junior,3.135,31.36,Debugging/Troubleshooting,Advanced,4,False,6.45,6,Strict_Ban,10,3.752,61.44,High
108481,STEM,Sophomore,2.484,20.25,Debugging/Troubleshooting,Intermediate,1,False,10.24,5,Actively_Encouraged,5,2.731,72.98,High
108482,STEM,Senior,2.741,5.57,Copywriting/Drafting,Beginner,3,False,19.88,3,Allowed_With_Citation,4,3.115,75.47,Low
108487,STEM,Sophomore,2.869,1.8,Direct_Answer_Generation,Advanced,5,True,6.7,1,Strict_Ban,1,3.112,82.36,Low
108489,STEM,Junior,2.219,4.16,Debugging/Troubleshooting,Advanced,5,False,16.35,3,Allowed_With_Citation,1,2.853,97.46,High
108490,STEM,Freshman,3.261,30.26,Debugging/Troubleshooting,Intermediate,4,False,14.61,5,Strict_Ban,5,3.559,58.03,High
108492,STEM,Junior,2.597,9.33,Debugging/Troubleshooting,Intermediate,3,False,3.74,4,Allowed_With_Citation,6,2.806,69.49,Medium
108495,STEM,Freshman,2.938,22.69,Debugging/Troubleshooting,Beginner,3,True,9.52,7,Actively_Encouraged,4,2.799,62.2,High
108499,STEM,Freshman,2.872,4.62,Debugging/Troubleshooting,Beginner,3,False,11.42,2,Allowed_With_Citation,3,3.155,51.84,Low
108503,STEM,Sophomore,3.047,40.0,Direct_Answer_Generation,Intermediate,1,True,12.19,7,Allowed_With_Citation,5,2.633,67.04,High
108505,STEM,Sophomore,3.687,13.07,Debugging/Troubleshooting,Intermediate,1,False,1.0,4,Allowed_With_Citation,1,3.597,64.17,Medium
108507,STEM,Senior,2.556,25.99,Debugging/Troubleshooting,Beginner,2,True,13.03,8,Allowed_With_Citation,1,2.637,66.65,High
108510,STEM,Sophomore,3.769,20.54,Ideation,Beginner,3,True,13.64,6,Actively_Encouraged,4,4.0,49.57,Medium
108511,STEM,Junior,3.243,2.78,Ideation,Beginner,2,False,13.61,3,Allowed_With_Citation,3,3.632,59.51,Medium
108516,STEM,Senior,2.59,9.66,Direct_Answer_Generation,Beginner,2,False,7.05,6,Allowed_With_Citation,8,2.921,81.93,Medium
108523,STEM,Junior,2.366,18.62,Debugging/Troubleshooting,Advanced,3,True,14.84,6,Allowed_With_Citation,7,2.859,83.99,Low
108526,STEM,Junior,2.988,3.77,Debugging/Troubleshooting,Advanced,3,False,13.54,3,Actively_Encouraged,5,3.687,86.43,Low
108532,STEM,Junior,2.603,16.39,Summarizing_Reading,Beginner,2,True,15.33,5,Allowed_With_Citation,3,2.993,60.75,High
108537,STEM,Sophomore,3.194,15.66,Debugging/Troubleshooting,Intermediate,3,True,17.38,7,Allowed_With_Citation,6,3.579,53.33,Medium
108550,STEM,Senior,3.787,4.86,Debugging/Troubleshooting,Intermediate,5,False,12.77,1,Allowed_With_Citation,2,4.0,76.86,Medium
108552,STEM,Sophomore,2.875,3.34,Debugging/Troubleshooting,Beginner,1,False,18.6,4,Strict_Ban,5,2.935,63.29,Low
108557,STEM,Junior,3.11,2.77,Debugging/Troubleshooting,Intermediate,3,True,15.24,2,Allowed_With_Citation,2,3.517,82.53,Low
108561,STEM,Graduate,3.709,4.73,Debugging/Troubleshooting,Advanced,4,False,7.04,2,Allowed_With_Citation,3,4.0,79.69,Low
108570,STEM,Freshman,3.141,4.81,Debugging/Troubleshooting,Advanced,4,False,8.15,2,Strict_Ban,4,3.451,79.08,Low
108573,STEM,Junior,2.046,24.13,Debugging/Troubleshooting,Advanced,3,True,16.14,5,Allowed_With_Citation,6,2.403,98.36,High
108574,STEM,Freshman,3.143,13.3,Debugging/Troubleshooting,Advanced,4,True,2.3,4,Actively_Encouraged,4,3.263,81.89,Medium
108576,STEM,Graduate,3.267,1.66,Direct_Answer_Generation,Advanced,5,False,12.67,2,Actively_Encouraged,3,3.653,56.31,Medium
108578,STEM,Freshman,3.145,8.57,Debugging/Troubleshooting,Intermediate,4,False,16.79,4,Allowed_With_Citation,5,3.505,71.71,Low
108580,STEM,Sophomore,2.152,10.97,Debugging/Troubleshooting,Advanced,3,False,4.93,5,Allowed_With_Citation,4,2.377,82.83,Medium
108581,STEM,Senior,3.873,9.46,Debugging/Troubleshooting,Beginner,1,False,12.57,3,Actively_Encouraged,5,4.0,63.18,Low
108584,STEM,Graduate,2.264,3.11,Debugging/Troubleshooting,Advanced,5,True,15.26,3,Allowed_With_Citation,7,2.733,74.56,Medium
108592,STEM,Senior,3.051,39.7,Copywriting/Drafting,Beginner,2,True,5.64,6,Actively_Encouraged,3,3.06,71.74,High
108604,STEM,Sophomore,2.058,7.26,Copywriting/Drafting,Advanced,4,False,11.34,3,Allowed_With_Citation,6,2.264,70.01,Medium
108608,STEM,Freshman,2.454,7.5,Direct_Answer_Generation,Beginner,3,False,8.68,5,Actively_Encouraged,8,2.832,87.26,Low
108614,STEM,Freshman,3.596,33.72,Copywriting/Drafting,Beginner,2,True,14.67,9,Strict_Ban,9,3.829,65.91,High
108615,STEM,Junior,3.219,9.29,Copywriting/Drafting,Advanced,3,False,7.27,2,Strict_Ban,3,3.284,85.61,Medium
108618,STEM,Sophomore,3.188,9.71,Direct_Answer_Generation,Intermediate,2,False,12.98,5,Strict_Ban,5,3.182,59.35,Medium
108619,STEM,Senior,2.686,12.05,Ideation,Beginner,1,False,2.05,2,Actively_Encouraged,3,2.654,89.2,Medium
108620,STEM,Sophomore,3.245,5.92,Debugging/Troubleshooting,Intermediate,4,True,3.04,1,Allowed_With_Citation,8,3.252,56.32,High
108622,STEM,Sophomore,2.679,40.0,Debugging/Troubleshooting,Beginner,2,False,3.72,8,Actively_Encouraged,5,2.442,76.48,High
108625,STEM,Freshman,2.971,4.32,Summarizing_Reading,Beginner,1,True,16.62,4,Allowed_With_Citation,7,2.707,81.09,Low
108627,STEM,Sophomore,3.298,4.79,Copywriting/Drafting,Intermediate,2,True,11.17,2,Allowed_With_Citation,7,3.697,97.5,Medium
108629,STEM,Junior,3.511,0.79,Debugging/Troubleshooting,Intermediate,4,False,6.0,1,Strict_Ban,2,3.704,73.31,Medium
108632,STEM,Senior,3.838,2.03,Direct_Answer_Generation,Intermediate,5,False,9.65,2,Strict_Ban,5,3.82,81.89,Low
108633,STEM,Freshman,2.947,9.54,Debugging/Troubleshooting,Advanced,4,True,11.42,6,Allowed_With_Citation,3,3.385,91.21,Low
108635,STEM,Sophomore,2.774,5.6,Debugging/Troubleshooting,Beginner,2,False,17.42,4,Allowed_With_Citation,1,3.459,63.78,Low
108643,STEM,Junior,2.386,0.77,Debugging/Troubleshooting,Intermediate,4,False,7.9,3,Allowed_With_Citation,5,2.44,100.0,Medium
108644,STEM,Senior,2.915,0.63,Copywriting/Drafting,Intermediate,5,False,13.81,1,Allowed_With_Citation,3,3.293,89.15,Medium
108648,STEM,Graduate,3.655,8.26,Debugging/Troubleshooting,Beginner,1,False,10.42,4,Allowed_With_Citation,1,3.873,75.73,Medium
108650,STEM,Junior,3.089,0.43,Direct_Answer_Generation,Beginner,2,False,14.87,4,Allowed_With_Citation,6,3.371,64.83,Medium
108651,STEM,Junior,3.51,3.85,Debugging/Troubleshooting,Beginner,2,False,7.29,3,Allowed_With_Citation,4,3.842,57.48,Low
108653,STEM,Graduate,3.252,10.14,Debugging/Troubleshooting,Advanced,4,False,3.49,4,Allowed_With_Citation,4,3.788,98.97,Medium
108658,STEM,Junior,3.305,2.98,Direct_Answer_Generation,Advanced,5,False,13.45,3,Strict_Ban,4,3.34,84.23,Medium
108659,STEM,Freshman,3.151,0.39,Ideation,Beginner,2,False,12.39,2,Allowed_With_Citation,3,3.507,76.13,Medium
108663,STEM,Graduate,3.186,4.69,Debugging/Troubleshooting,Intermediate,3,True,13.78,2,Allowed_With_Citation,2,3.72,78.37,Medium
108668,STEM,Senior,3.535,2.17,Debugging/Troubleshooting,Beginner,2,False,1.0,3,Allowed_With_Citation,3,3.465,71.18,Medium
108669,STEM,Senior,3.779,8.12,Debugging/Troubleshooting,Advanced,4,True,7.68,1,Actively_Encouraged,1,4.0,87.44,High
108672,STEM,Sophomore,2.952,1.69,Debugging/Troubleshooting,Intermediate,3,True,7.04,1,Allowed_With_Citation,2,3.018,41.69,Low
108674,STEM,Freshman,3.37,1.96,Debugging/Troubleshooting,Beginner,1,False,14.75,3,Strict_Ban,3,3.816,61.18,Low
108675,STEM,Graduate,2.944,1.07,Summarizing_Reading,Advanced,4,True,15.6,3,Strict_Ban,6,3.155,81.19,Low
108677,STEM,Junior,3.46,12.54,Ideation,Advanced,3,False,10.93,4,Strict_Ban,7,3.746,86.61,High
108680,STEM,Freshman,3.805,1.53,Debugging/Troubleshooting,Beginner,2,False,15.27,1,Allowed_With_Citation,3,4.0,88.38,Low
108681,STEM,Junior,3.267,7.77,Direct_Answer_Generation,Advanced,3,False,9.83,4,Allowed_With_Citation,4,3.485,85.86,Medium
108683,STEM,Junior,3.372,3.69,Ideation,Intermediate,2,False,7.89,3,Allowed_With_Citation,3,3.611,80.63,Low
108688,STEM,Freshman,3.146,13.8,Debugging/Troubleshooting,Advanced,4,False,9.55,2,Strict_Ban,7,3.328,81.34,Low
108689,STEM,Sophomore,2.281,38.47,Debugging/Troubleshooting,Advanced,4,True,5.33,7,Actively_Encouraged,8,2.681,94.78,Medium
108690,STEM,Senior,2.855,12.89,Ideation,Intermediate,3,True,4.01,2,Allowed_With_Citation,3,2.989,83.82,Low
108693,STEM,Graduate,3.187,7.38,Debugging/Troubleshooting,Intermediate,3,False,11.57,1,Allowed_With_Citation,3,3.718,58.8,Low
108694,STEM,Junior,3.396,7.97,Direct_Answer_Generation,Beginner,2,False,13.68,2,Allowed_With_Citation,1,3.677,68.14,Medium
108704,STEM,Graduate,3.715,23.19,Direct_Answer_Generation,Advanced,4,True,12.41,5,Allowed_With_Citation,7,3.799,69.06,Medium
108705,STEM,Senior,3.419,3.97,Debugging/Troubleshooting,Advanced,3,False,15.59,1,Allowed_With_Citation,4,4.0,98.72,Low
108709,STEM,Graduate,3.337,0.2,Debugging/Troubleshooting,Advanced,3,True,9.44,4,Allowed_With_Citation,4,3.777,94.81,High
108712,STEM,Junior,2.8,14.56,Direct_Answer_Generation,Intermediate,1,False,9.37,5,Allowed_With_Citation,8,3.14,90.2,High
108723,STEM,Senior,3.274,3.89,Summarizing_Reading,Advanced,3,False,8.22,1,Strict_Ban,5,3.114,100.0,Medium
108728,STEM,Sophomore,3.094,11.87,Debugging/Troubleshooting,Advanced,5,True,13.48,6,Allowed_With_Citation,7,3.245,84.88,Medium
108730,STEM,Senior,3.058,0.48,Debugging/Troubleshooting,Beginner,1,True,10.19,3,Actively_Encouraged,2,3.326,72.0,Medium
108731,STEM,Freshman,3.436,11.13,Debugging/Troubleshooting,Intermediate,4,True,6.37,3,Allowed_With_Citation,1,3.813,66.27,High
108733,STEM,Freshman,2.397,14.1,Copywriting/Drafting,Advanced,5,False,12.54,3,Allowed_With_Citation,4,2.728,94.77,Low
108738,STEM,Freshman,3.778,9.1,Debugging/Troubleshooting,Intermediate,4,False,6.71,5,Actively_Encouraged,2,3.819,64.25,Medium
108739,STEM,Senior,3.174,14.6,Debugging/Troubleshooting,Beginner,3,False,11.62,7,Actively_Encouraged,4,3.551,72.86,Medium
108744,STEM,Junior,3.184,12.15,Ideation,Beginner,2,True,3.97,5,Allowed_With_Citation,7,3.271,50.86,High
108747,STEM,Senior,3.594,6.32,Debugging/Troubleshooting,Intermediate,4,False,15.07,1,Allowed_With_Citation,1,3.638,61.19,Low
108748,STEM,Graduate,3.209,5.57,Copywriting/Drafting,Intermediate,5,False,3.82,1,Actively_Encouraged,3,3.507,66.61,Low
108749,STEM,Graduate,3.439,6.84,Debugging/Troubleshooting,Advanced,4,False,21.22,3,Strict_Ban,3,4.0,100.0,Medium
108750,STEM,Sophomore,3.529,3.42,Ideation,Intermediate,2,True,7.85,5,Allowed_With_Citation,7,3.45,76.15,Low
108752,STEM,Sophomore,3.279,4.34,Debugging/Troubleshooting,Beginner,3,False,9.91,3,Actively_Encouraged,2,3.594,81.93,Medium
108753,STEM,Freshman,3.028,21.44,Debugging/Troubleshooting,Intermediate,2,False,8.89,5,Allowed_With_Citation,6,2.854,68.27,High
108754,STEM,Graduate,3.198,10.57,Ideation,Intermediate,3,False,17.22,4,Allowed_With_Citation,7,3.644,87.21,Medium
108757,STEM,Graduate,3.905,9.26,Debugging/Troubleshooting,Beginner,2,False,7.3,2,Allowed_With_Citation,5,4.0,70.59,Low
108759,STEM,Sophomore,2.952,5.78,Debugging/Troubleshooting,Intermediate,2,True,13.07,1,Allowed_With_Citation,5,3.183,77.15,Low
108761,STEM,Senior,3.412,1.21,Debugging/Troubleshooting,Beginner,1,True,11.95,2,Strict_Ban,5,3.679,83.93,Medium
108765,STEM,Sophomore,2.505,6.88,Debugging/Troubleshooting,Intermediate,4,True,11.02,3,Allowed_With_Citation,4,2.536,85.12,High
108768,STEM,Sophomore,2.949,0.42,Debugging/Troubleshooting,Advanced,3,False,9.08,4,Allowed_With_Citation,8,3.043,97.34,Low
108770,STEM,Sophomore,3.917,11.36,Debugging/Troubleshooting,Advanced,5,True,19.16,5,Allowed_With_Citation,3,4.0,87.72,Low
108771,STEM,Graduate,2.825,1.22,Debugging/Troubleshooting,Advanced,3,False,23.72,2,Allowed_With_Citation,6,3.427,79.61,Medium
108772,STEM,Graduate,3.451,9.93,Debugging/Troubleshooting,Beginner,3,False,10.6,2,Allowed_With_Citation,5,3.633,74.67,Medium
108776,STEM,Graduate,3.361,3.95,Debugging/Troubleshooting,Intermediate,1,False,19.91,1,Allowed_With_Citation,1,3.482,85.14,Medium
108778,STEM,Junior,3.023,5.25,Debugging/Troubleshooting,Advanced,3,False,12.26,2,Strict_Ban,3,3.563,86.78,Medium
108781,STEM,Junior,3.639,39.33,Debugging/Troubleshooting,Advanced,3,False,16.98,6,Allowed_With_Citation,5,4.0,100.0,High
108789,STEM,Senior,3.548,6.04,Debugging/Troubleshooting,Advanced,5,False,3.45,3,Allowed_With_Citation,2,3.563,98.55,Medium
108792,STEM,Sophomore,3.338,1.28,Debugging/Troubleshooting,Intermediate,4,False,7.84,2,Actively_Encouraged,2,3.39,76.74,Medium
108793,STEM,Senior,3.846,8.52,Ideation,Beginner,1,False,1.0,2,Actively_Encouraged,3,3.977,85.34,Medium
108797,STEM,Graduate,3.252,12.92,Debugging/Troubleshooting,Intermediate,3,False,15.68,5,Allowed_With_Citation,3,3.67,100.0,Low
108799,STEM,Freshman,3.924,0.73,Direct_Answer_Generation,Beginner,1,False,7.82,2,Strict_Ban,4,3.873,70.9,Low
108802,STEM,Senior,2.645,0.42,Summarizing_Reading,Advanced,4,False,11.21,2,Allowed_With_Citation,6,2.905,86.08,Medium
108809,STEM,Senior,2.902,4.32,Direct_Answer_Generation,Intermediate,4,False,13.86,3,Allowed_With_Citation,5,2.925,90.58,Low
108810,STEM,Senior,2.296,40.0,Debugging/Troubleshooting,Advanced,5,True,7.35,8,Allowed_With_Citation,3,2.932,71.86,Medium
108811,STEM,Junior,2.614,1.42,Summarizing_Reading,Advanced,5,False,4.0,1,Strict_Ban,1,2.748,64.8,Medium
108821,STEM,Graduate,3.359,7.38,Debugging/Troubleshooting,Beginner,2,False,8.12,4,Strict_Ban,1,3.698,59.93,High
108823,STEM,Sophomore,3.519,24.86,Debugging/Troubleshooting,Intermediate,2,False,7.68,5,Allowed_With_Citation,7,3.628,68.8,High
108824,STEM,Sophomore,3.714,9.4,Debugging/Troubleshooting,Intermediate,4,False,17.66,6,Actively_Encouraged,4,3.934,79.63,High
108830,STEM,Senior,3.372,33.81,Copywriting/Drafting,Beginner,2,False,4.11,7,Allowed_With_Citation,4,3.757,61.01,High
108836,STEM,Junior,2.836,11.57,Ideation,Advanced,4,True,12.14,3,Actively_Encouraged,3,3.113,79.89,Medium
108840,STEM,Junior,3.632,3.32,Debugging/Troubleshooting,Intermediate,4,False,10.77,3,Allowed_With_Citation,1,4.0,81.52,High
108843,STEM,Junior,2.8,0.55,Debugging/Troubleshooting,Beginner,2,True,15.88,1,Actively_Encouraged,4,2.812,65.15,Low
108845,STEM,Graduate,3.455,4.03,Copywriting/Drafting,Advanced,4,False,15.63,2,Strict_Ban,5,4.0,78.75,Low
108850,STEM,Freshman,3.381,20.93,Debugging/Troubleshooting,Beginner,1,True,7.22,5,Actively_Encouraged,7,3.457,76.02,High
108853,STEM,Senior,3.748,37.55,Debugging/Troubleshooting,Intermediate,4,True,16.42,8,Actively_Encouraged,3,3.956,71.52,High
108856,STEM,Sophomore,3.349,1.03,Debugging/Troubleshooting,Advanced,4,True,16.06,4,Strict_Ban,3,3.882,72.45,Low
108857,STEM,Graduate,2.326,26.5,Debugging/Troubleshooting,Beginner,2,True,12.88,7,Strict_Ban,9,2.532,64.32,High
108858,STEM,Junior,3.406,40.0,Debugging/Troubleshooting,Advanced,4,True,8.58,6,Strict_Ban,9,3.551,76.11,High
108865,STEM,Senior,2.412,23.05,Debugging/Troubleshooting,Advanced,4,True,14.56,4,Strict_Ban,5,3.069,100.0,High
108872,STEM,Sophomore,3.744,6.75,Debugging/Troubleshooting,Beginner,1,True,10.27,4,Allowed_With_Citation,7,3.997,77.28,High
108874,STEM,Senior,3.077,2.11,Debugging/Troubleshooting,Advanced,5,False,10.42,1,Strict_Ban,8,3.329,91.39,High
108876,STEM,Sophomore,3.858,3.03,Debugging/Troubleshooting,Intermediate,5,True,15.19,2,Allowed_With_Citation,5,3.759,75.16,Low
108877,STEM,Freshman,2.49,4.55,Copywriting/Drafting,Advanced,4,False,1.0,4,Allowed_With_Citation,1,2.57,60.3,High
108880,STEM,Freshman,3.327,3.04,Summarizing_Reading,Advanced,5,False,13.06,2,Allowed_With_Citation,3,3.578,87.48,Low
108883,STEM,Junior,3.575,6.6,Debugging/Troubleshooting,Beginner,3,True,1.0,5,Allowed_With_Citation,6,3.81,62.91,Medium
108890,STEM,Senior,2.009,4.76,Debugging/Troubleshooting,Advanced,4,True,14.42,3,Actively_Encouraged,3,2.548,100.0,Medium
108891,STEM,Freshman,2.949,2.71,Summarizing_Reading,Intermediate,4,True,1.0,3,Allowed_With_Citation,2,2.924,65.48,Low
108895,STEM,Graduate,2.732,2.73,Ideation,Beginner,1,False,8.39,3,Strict_Ban,1,2.748,59.87,Low
