,Post_Semester_GPA_bracket,Pre_Semester_GPA_bracket,Skill_Retention_Score,Weekly_hours_bracket,GPA_diff,Year_of_Study
11418,3-4,3-4,65.33,0-5,0.8919999999999999,Junior
11419,2-3,2-3,64.45,15-20,-1.343,Junior
11420,3-4,3-4,70.65,0-5,0.8489999999999998,Graduate
11421,3-4,3-4,71.41,0-5,-0.32699999999999996,Freshman
11422,3-4,3-4,100.0,10-15,0.41400000000000015,Junior
11423,3-4,3-4,68.06,0-5,-0.375,Sophomore
11424,3-4,3-4,67.34,0-5,-0.73,Freshman
11425,3-4,3-4,63.99,10-15,0.6520000000000001,Sophomore
11426,3-4,3-4,78.64,0-5,0.121,Junior
11427,3-4,2-3,65.15,15-20,-0.9649999999999999,Sophomore
11428,3-4,3-4,100.0,10-15,-0.0129999999999999,Senior
11429,3-4,3-4,57.45,0-5,-0.30299999999999994,Senior
11430,3-4,3-4,68.48,25-30,-0.007000000000000117,Freshman
11431,3-4,3-4,68.41,30-35,0.3370000000000002,Freshman
11432,3-4,2-3,92.33,05-10,-0.762,Junior
11433,3-4,2-3,60.94,0-5,-0.46699999999999964,Sophomore
11434,3-4,3-4,71.23,20-25,0.33699999999999974,Senior
11435,3-4,2-3,63.46,05-10,-0.7519999999999998,Graduate
11436,2-3,2-3,65.26,05-10,-0.8370000000000002,Freshman
11437,3-4,3-4,84.08,05-10,0.4890000000000003,Senior
11438,3-4,3-4,85.2,0-5,0.038000000000000256,Junior
11439,3-4,2-3,100.0,0-5,-1.166,Senior
11440,3-4,3-4,90.65,05-10,0.8180000000000001,Sophomore
11441,3-4,3-4,74.65,05-10,-0.6269999999999998,Freshman
11442,3-4,2-3,47.89,0-5,-0.20799999999999974,Junior
11443,3-4,3-4,69.75,30-35,0.31400000000000006,Junior
11444,3-4,3-4,69.59,0-5,0.11699999999999999,Graduate
11445,3-4,3-4,79.31,15-20,0.08999999999999986,Senior
11446,3-4,2-3,82.49,0-5,-0.782,Junior
11447,3-4,3-4,68.53,10-15,0.5740000000000003,Graduate
11448,3-4,3-4,88.77,20-25,-0.7170000000000001,Sophomore
11449,3-4,3-4,70.33,15-20,0.42100000000000026,Freshman
11450,3-4,3-4,93.33,10-15,-0.21300000000000008,Junior
11451,3-4,2-3,78.63,10-15,-1.197,Sophomore
11452,3-4,3-4,88.21,0-5,0.24400000000000022,Graduate
11453,3-4,2-3,61.55,05-10,-0.9699999999999998,Junior
11454,2-3,2-3,50.15,10-15,-0.6199999999999997,Freshman
11455,2-3,2-3,70.94,0-5,-0.42399999999999993,Freshman
11456,2-3,2-3,72.86,0-5,0.6240000000000001,Senior
11457,3-4,3-4,87.12,15-20,0.20699999999999985,Sophomore
11458,3-4,3-4,60.36,0-5,0.09600000000000009,Sophomore
11459,3-4,3-4,92.64,05-10,0.02499999999999991,Junior
11460,3-4,3-4,100.0,0-5,-0.16900000000000004,Sophomore
11461,3-4,3-4,73.29,0-5,-0.31300000000000017,Freshman
11462,3-4,2-3,89.24,20-25,-0.9899999999999998,Senior
11463,3-4,3-4,51.93,05-10,0.4860000000000002,Freshman
11464,3-4,3-4,97.33,05-10,-0.593,Graduate
11465,2-3,2-3,74.08,10-15,-0.7230000000000003,Freshman
11466,3-4,3-4,67.77,35-40,0.4950000000000001,Junior
11467,3-4,3-4,77.12,0-5,-0.11399999999999988,Freshman
11468,3-4,3-4,68.78,0-5,0.10899999999999999,Freshman
11469,3-4,3-4,57.02,10-15,-0.1549999999999998,Senior
11470,3-4,3-4,65.1,0-5,-0.038000000000000256,Junior
11471,3-4,2-3,100.0,0-5,-1.319,Sophomore
11472,3-4,3-4,41.03,10-15,0.2599999999999998,Sophomore
11473,2-3,2-3,78.46,05-10,-1.326,Freshman
11474,3-4,3-4,63.65,05-10,0.33499999999999996,Junior
11475,3-4,3-4,63.93,05-10,-0.4320000000000004,Senior
11476,3-4,3-4,70.43,10-15,-0.23999999999999977,Sophomore
11477,3-4,3-4,83.96,05-10,0.08300000000000018,Sophomore
11478,2-3,2-3,62.58,0-5,-0.9049999999999998,Senior
11479,3-4,3-4,78.83,05-10,0.11500000000000021,Senior
11480,3-4,3-4,75.79,25-30,0.17700000000000005,Freshman
11481,3-4,3-4,87.59,05-10,-0.008000000000000007,Sophomore
11482,3-4,3-4,89.08,0-5,0.1759999999999997,Graduate
11483,2-3,2-3,91.91,05-10,-1.7959999999999998,Senior
11484,3-4,3-4,60.93,05-10,1.254,Freshman
11485,3-4,3-4,84.67,0-5,-0.2559999999999998,Sophomore
11486,3-4,3-4,67.78,05-10,0.3330000000000002,Graduate
11487,3-4,2-3,75.96,0-5,-1.044,Junior
11488,3-4,2-3,64.26,05-10,-0.6669999999999998,Senior
11489,3-4,3-4,94.61,0-5,0.3799999999999999,Freshman
11490,2-3,1-2,82.11,0-5,-1.8960000000000001,Senior
11491,3-4,3-4,96.19,0-5,1.334,Junior
11492,3-4,3-4,75.06,0-5,-0.254,Freshman
11493,3-4,3-4,59.88,0-5,0.19200000000000017,Sophomore
11494,3-4,3-4,56.59,20-25,-0.5910000000000002,Freshman
11495,3-4,2-3,86.53,05-10,-0.4910000000000001,Senior
11496,3-4,2-3,91.13,05-10,-0.43999999999999995,Senior
11497,3-4,3-4,54.32,0-5,0.0259999999999998,Junior
11498,3-4,3-4,70.56,0-5,-0.03600000000000003,Junior
11499,3-4,3-4,67.71,25-30,-0.629,Junior
11500,2-3,2-3,70.37,10-15,-1.487,Freshman
11501,3-4,3-4,89.45,0-5,0.8640000000000003,Sophomore
11502,2-3,2-3,54.11,05-10,-0.41999999999999993,Freshman
11503,3-4,2-3,38.41,0-5,0.3370000000000002,Freshman
11504,3-4,3-4,84.15,05-10,0.7250000000000001,Graduate
11505,3-4,3-4,91.47,0-5,-0.5070000000000001,Sophomore
11506,3-4,3-4,65.38,05-10,-0.23499999999999988,Junior
11507,3-4,3-4,75.43,0-5,-0.09799999999999986,Graduate
11508,3-4,3-4,48.77,0-5,-0.7240000000000002,Sophomore
11509,3-4,3-4,65.98,05-10,0.17899999999999983,Junior
11510,3-4,3-4,80.81,05-10,-0.6059999999999999,Freshman
11511,2-3,2-3,58.74,0-5,-0.5979999999999999,Sophomore
11512,3-4,3-4,48.53,05-10,0.746,Junior
11513,2-3,2-3,70.28,15-20,-1.612,Sophomore
11514,3-4,3-4,76.09,05-10,0.8319999999999999,Freshman
11515,3-4,3-4,73.68,05-10,-0.22999999999999998,Sophomore
11516,3-4,3-4,94.54,0-5,0.09600000000000009,Senior
11517,3-4,3-4,80.33,0-5,-0.5840000000000001,Freshman
11518,2-3,2-3,72.71,0-5,-0.6099999999999999,Freshman
11519,3-4,3-4,63.45,10-15,0.46799999999999997,Freshman
11520,3-4,3-4,77.74,0-5,-0.556,Senior
11521,3-4,3-4,82.38,0-5,-0.0029999999999996696,Senior
11522,3-4,2-3,92.78,0-5,-1.1429999999999998,Freshman
11523,3-4,3-4,95.18,10-15,0.504,Graduate
11524,3-4,3-4,75.92,0-5,-0.7639999999999998,Junior
11525,3-4,3-4,48.07,0-5,0.004999999999999893,Junior
11526,3-4,3-4,72.04,0-5,-0.06699999999999973,Sophomore
11527,3-4,2-3,100.0,0-5,-1.0739999999999998,Sophomore
11528,3-4,3-4,78.01,05-10,0.3679999999999999,Graduate
11529,3-4,3-4,85.35,05-10,-0.32299999999999995,Graduate
11530,3-4,2-3,93.82,0-5,-0.589,Junior
11531,3-4,3-4,82.34,0-5,0.266,Junior
11532,3-4,3-4,68.91,05-10,-0.548,Freshman
11533,3-4,2-3,83.54,10-15,-0.33599999999999985,Graduate
11534,3-4,3-4,94.74,0-5,0.3030000000000004,Senior
11535,3-4,2-3,76.93,0-5,-0.5780000000000003,Sophomore
11536,3-4,3-4,78.52,10-15,0.5460000000000003,Senior
11537,2-3,2-3,88.23,0-5,-1.565,Freshman
11538,3-4,3-4,79.41,15-20,0.45999999999999996,Freshman
11539,3-4,3-4,82.54,10-15,0.43299999999999983,Senior
11540,3-4,3-4,71.61,05-10,-0.69,Junior
11541,3-4,3-4,67.09,0-5,-0.41999999999999993,Junior
11542,2-3,2-3,72.97,0-5,-1.153,Junior
11543,3-4,3-4,61.5,0-5,1.0389999999999997,Freshman
11544,3-4,3-4,60.97,0-5,0.38400000000000034,Sophomore
11545,3-4,3-4,53.0,0-5,-0.31899999999999995,Junior
11546,3-4,3-4,66.89,10-15,-0.32200000000000006,Sophomore
11547,3-4,3-4,84.38,05-10,0.5909999999999997,Junior
11548,3-4,3-4,71.55,05-10,-0.5659999999999998,Junior
11549,3-4,3-4,83.14,05-10,0.2250000000000001,Graduate
11550,3-4,2-3,100.0,05-10,-1.0859999999999999,Sophomore
11551,3-4,3-4,68.06,0-5,-0.09200000000000008,Junior
11552,3-4,3-4,86.76,0-5,0.1030000000000002,Graduate
11553,2-3,2-3,60.82,0-5,-1.6669999999999998,Freshman
11554,3-4,3-4,75.32,05-10,0.8029999999999999,Senior
11555,3-4,3-4,48.85,0-5,-0.05600000000000005,Freshman
11556,3-4,2-3,73.18,05-10,-0.3740000000000001,Graduate
11557,3-4,3-4,75.94,10-15,-0.27600000000000025,Junior
11558,3-4,3-4,68.22,35-40,0.037000000000000366,Graduate
11559,3-4,3-4,81.33,05-10,-0.3540000000000001,Freshman
11560,3-4,3-4,100.0,05-10,0.0990000000000002,Senior
11561,3-4,3-4,62.76,25-30,-0.07600000000000007,Senior
11562,2-3,2-3,66.16,0-5,-1.7959999999999998,Senior
11563,3-4,3-4,76.76,0-5,1.1839999999999997,Freshman
11564,2-3,2-3,73.47,05-10,-1.1669999999999998,Sophomore
11565,3-4,3-4,81.66,10-15,1.0590000000000002,Sophomore
11566,2-3,2-3,64.93,0-5,-1.1070000000000002,Sophomore
11567,3-4,3-4,55.74,05-10,0.8860000000000001,Senior
11568,3-4,3-4,82.87,25-30,-0.6619999999999999,Freshman
11569,3-4,3-4,85.46,0-5,-0.36599999999999966,Senior
11570,3-4,3-4,91.11,0-5,-0.07699999999999996,Junior
11571,1-2,1-2,58.0,0-5,-1.5290000000000001,Freshman
11572,3-4,3-4,85.0,10-15,1.4180000000000001,Sophomore
11573,3-4,3-4,64.97,20-25,0.06299999999999972,Freshman
11574,2-3,2-3,76.77,05-10,-1.081,Junior
11575,2-3,2-3,59.29,15-20,-0.6220000000000003,Junior
11576,3-4,2-3,64.33,0-5,0.22999999999999998,Junior
11577,3-4,3-4,73.38,05-10,0.10899999999999999,Graduate
11578,3-4,3-4,89.11,05-10,-0.40700000000000003,Sophomore
11579,3-4,3-4,81.47,05-10,0.020999999999999908,Senior
11580,3-4,2-3,100.0,0-5,-1.533,Senior
11581,3-4,2-3,68.28,0-5,-0.08999999999999986,Freshman
11582,3-4,3-4,100.0,0-5,-0.04800000000000004,Graduate
11583,3-4,3-4,85.16,15-20,-0.06999999999999984,Graduate
11584,3-4,3-4,73.28,05-10,-0.5089999999999999,Sophomore
11585,2-3,2-3,74.77,05-10,-1.0259999999999998,Sophomore
11586,2-3,1-2,72.11,0-5,-1.158,Senior
11587,3-4,3-4,66.26,0-5,1.419,Junior
11588,3-4,3-4,83.61,0-5,-0.20399999999999974,Senior
11589,3-4,3-4,91.41,05-10,0.08199999999999985,Freshman
11590,3-4,3-4,77.12,,0.02400000000000002,Sophomore
11591,2-3,2-3,73.02,05-10,-0.8249999999999997,Freshman
11592,3-4,3-4,84.77,10-15,0.5430000000000001,Junior
11593,3-4,3-4,86.69,05-10,-0.16300000000000026,Graduate
11594,2-3,2-3,69.17,0-5,-0.9570000000000003,Junior
11595,3-4,3-4,55.79,0-5,0.10299999999999976,Junior
11596,3-4,3-4,58.76,0-5,-0.17700000000000005,Sophomore
11597,3-4,2-3,60.76,05-10,-0.4169999999999998,Freshman
11598,3-4,3-4,86.16,05-10,-0.08000000000000007,Senior
11599,3-4,3-4,70.37,0-5,-0.2919999999999998,Junior
11600,3-4,2-3,78.26,15-20,-0.4169999999999998,Graduate
11601,3-4,3-4,74.49,05-10,0.137,Junior
11602,3-4,2-3,67.87,0-5,-0.39099999999999957,Sophomore
11603,3-4,3-4,67.16,0-5,0.33499999999999996,Graduate
11604,2-3,2-3,59.34,05-10,-1.3689999999999998,Freshman
11605,2-3,2-3,60.4,10-15,0.05699999999999994,Sophomore
11606,3-4,3-4,86.12,0-5,0.3420000000000001,Junior
11607,3-4,3-4,78.45,05-10,0.01399999999999979,Junior
11608,3-4,3-4,74.02,15-20,-0.2200000000000002,Junior
11609,3-4,3-4,68.0,0-5,-0.20900000000000007,Freshman
11610,3-4,3-4,90.18,15-20,-0.40600000000000014,Graduate
11611,3-4,3-4,71.29,15-20,-0.3919999999999999,Senior
11612,3-4,3-4,93.48,05-10,-0.14300000000000024,Sophomore
11613,3-4,2-3,76.07,05-10,-0.4850000000000003,Sophomore
11614,3-4,3-4,90.92,20-25,0.2639999999999998,Graduate
11615,3-4,3-4,56.46,0-5,-0.5699999999999998,Sophomore
11616,3-4,3-4,78.21,0-5,-0.17700000000000005,Junior
11617,3-4,3-4,73.6,05-10,-0.15700000000000003,Freshman
11618,3-4,3-4,72.76,0-5,-0.3989999999999996,Sophomore
11619,3-4,3-4,61.06,20-25,0.3639999999999999,Sophomore
11620,3-4,3-4,67.26,0-5,0.2160000000000002,Senior
11621,3-4,3-4,55.37,10-15,-0.2490000000000001,Sophomore
11622,3-4,3-4,61.61,0-5,-0.4370000000000003,Graduate
11623,2-3,2-3,72.35,0-5,-1.04,Sophomore
11624,3-4,2-3,71.35,05-10,-0.07900000000000018,Senior
11625,2-3,2-3,63.86,05-10,-0.4980000000000002,Sophomore
11626,3-4,3-4,100.0,0-5,0.3160000000000003,Senior
11627,3-4,3-4,71.55,0-5,0.20000000000000018,Graduate
11628,3-4,3-4,68.37,10-15,-0.19600000000000017,Freshman
11629,3-4,3-4,69.16,05-10,-0.3400000000000003,Junior
11630,3-4,3-4,86.36,0-5,0.05999999999999961,Freshman
11631,3-4,3-4,85.06,05-10,-0.6030000000000002,Senior
11632,3-4,3-4,91.95,0-5,0.5110000000000001,Senior
11633,3-4,3-4,70.56,0-5,0.05899999999999972,Sophomore
11634,3-4,2-3,73.83,0-5,-1.105,Sophomore
11635,2-3,2-3,85.03,05-10,-0.3799999999999999,Freshman
11636,3-4,3-4,81.64,20-25,0.6739999999999999,Sophomore
11637,2-3,2-3,72.7,0-5,-0.7080000000000002,Sophomore
11638,3-4,3-4,68.99,25-30,0.37200000000000033,Freshman
11639,3-4,3-4,77.0,0-5,0.09599999999999964,Sophomore
11640,3-4,3-4,81.03,05-10,-0.8199999999999998,Graduate
11641,3-4,3-4,75.35,05-10,0.2759999999999998,Sophomore
11642,3-4,3-4,94.53,10-15,-0.8159999999999998,Sophomore
11643,2-3,2-3,56.9,10-15,-0.8759999999999999,Sophomore
11644,3-4,3-4,86.56,25-30,0.524,Graduate
11645,3-4,3-4,78.1,0-5,-0.1429999999999998,Senior
11646,2-3,2-3,55.39,05-10,-1.358,Freshman
11647,3-4,3-4,52.83,10-15,1.4220000000000002,Senior
11648,3-4,3-4,74.86,0-5,-0.5110000000000001,Senior
11649,2-3,2-3,78.38,0-5,-1.1600000000000001,Graduate
11650,2-3,2-3,62.33,0-5,-0.17600000000000016,Graduate
11651,3-4,3-4,98.87,10-15,0.9329999999999998,Freshman
11652,1-2,1-2,54.59,0-5,-2.341,Junior
11653,3-4,3-4,87.95,05-10,1.4779999999999998,Senior
11654,2-3,1-2,55.7,0-5,-2.017,Graduate
11655,2-3,2-3,54.62,0-5,0.5860000000000003,Freshman
11656,3-4,3-4,69.87,05-10,0.609,Sophomore
11657,2-3,2-3,91.4,05-10,-1.1630000000000003,Junior
11658,3-4,3-4,78.18,10-15,0.927,Sophomore
11659,2-3,3-4,51.49,20-25,-0.27300000000000013,Junior
11660,3-4,3-4,76.39,15-20,0.843,Sophomore
11661,3-4,3-4,71.86,05-10,-0.5740000000000003,Graduate
11662,3-4,3-4,62.35,10-15,-0.04899999999999993,Senior
11663,3-4,3-4,100.0,0-5,-0.22100000000000009,Senior
11664,2-3,1-2,70.13,10-15,-1.867,Sophomore
11665,3-4,2-3,68.61,0-5,0.31700000000000017,Graduate
11666,3-4,3-4,95.62,0-5,0.04699999999999971,Freshman
11667,3-4,3-4,75.16,05-10,-0.274,Freshman
11668,3-4,3-4,65.99,25-30,0.3420000000000001,Graduate
11669,3-4,3-4,83.95,20-25,-0.11400000000000032,Junior
11670,3-4,3-4,81.36,0-5,-0.2110000000000003,Freshman
11671,3-4,3-4,71.44,10-15,-0.18900000000000006,Graduate
11672,3-4,3-4,89.46,05-10,0.31400000000000006,Graduate
11673,2-3,2-3,84.72,0-5,-1.9460000000000002,Graduate
11674,3-4,3-4,79.27,0-5,1.411,Sophomore
11675,2-3,2-3,72.03,05-10,-0.9329999999999998,Sophomore
11676,3-4,3-4,88.0,0-5,0.8220000000000001,Sophomore
11677,3-4,3-4,58.24,10-15,-0.2629999999999999,Junior
11678,2-3,2-3,92.59,0-5,-0.9669999999999996,Graduate
11679,3-4,3-4,78.84,15-20,0.4209999999999998,Graduate
11680,3-4,3-4,81.51,0-5,-0.5559999999999996,Graduate
11681,3-4,3-4,64.99,0-5,-0.2979999999999996,Freshman
11682,3-4,3-4,72.91,0-5,-0.1259999999999999,Senior
11683,2-3,2-3,79.65,10-15,-0.8069999999999999,Graduate
11684,3-4,3-4,63.47,0-5,0.19799999999999995,Sophomore
11685,3-4,3-4,51.63,0-5,-0.40700000000000003,Freshman
11686,3-4,3-4,75.93,0-5,0.18900000000000006,Senior
11687,2-3,2-3,75.08,05-10,-1.2240000000000002,Freshman
11688,3-4,3-4,95.51,20-25,0.726,Graduate
11689,2-3,2-3,67.86,05-10,-0.9249999999999998,Freshman
11690,3-4,3-4,86.13,05-10,0.5510000000000002,Junior
11691,3-4,2-3,89.72,0-5,-0.6720000000000002,Graduate
11692,3-4,3-4,71.55,05-10,0.06499999999999995,Graduate
11693,3-4,2-3,68.45,20-25,-1.2149999999999999,Senior
11694,3-4,3-4,67.01,05-10,0.43000000000000016,Senior
11695,2-3,2-3,100.0,0-5,-1.306,Graduate
11696,3-4,3-4,80.74,05-10,1.0479999999999996,Graduate
11697,2-3,2-3,79.45,05-10,-1.581,Junior
11698,3-4,3-4,54.07,0-5,0.8719999999999999,Senior
11699,2-3,2-3,82.16,05-10,-1.5590000000000002,Junior
11700,3-4,3-4,80.12,0-5,0.863,Junior
11701,3-4,3-4,70.67,0-5,0.54,Graduate
11702,3-4,3-4,85.52,05-10,-0.6509999999999998,Senior
11703,3-4,3-4,75.79,25-30,0.07500000000000018,Graduate
11704,3-4,3-4,76.43,30-35,-0.15000000000000036,Freshman
11705,2-3,2-3,74.16,0-5,-0.9750000000000001,Junior
11706,2-3,2-3,71.09,0-5,-0.19500000000000028,Sophomore
11707,3-4,3-4,63.88,15-20,1.4010000000000002,Junior
11708,2-3,2-3,52.51,0-5,-0.9689999999999999,Junior
11709,3-4,3-4,80.3,0-5,0.3500000000000001,Senior
11710,3-4,3-4,81.57,05-10,0.017999999999999794,Freshman
11711,2-3,2-3,72.99,15-20,-0.4889999999999999,Freshman
11712,3-4,3-4,76.21,15-20,0.5029999999999997,Graduate
11713,3-4,2-3,73.97,05-10,-0.8279999999999998,Graduate
11714,2-3,3-4,23.66,30-35,-0.5009999999999999,Freshman
11715,3-4,3-4,76.64,05-10,0.6110000000000002,Sophomore
11716,3-4,3-4,86.93,20-25,-0.2689999999999997,Freshman
11717,2-3,2-3,42.93,0-5,-1.5820000000000003,Senior
11718,3-4,3-4,60.42,20-25,1.097,Senior
11719,2-3,2-3,68.08,0-5,-0.8760000000000003,Junior
11720,3-4,3-4,68.84,0-5,0.6510000000000002,Senior
11721,2-3,2-3,73.9,0-5,-1.0430000000000001,Junior
11722,3-4,3-4,81.31,0-5,0.4509999999999996,Sophomore
11723,3-4,3-4,96.89,0-5,-0.020999999999999908,Senior
11724,3-4,3-4,76.28,0-5,-0.3139999999999996,Senior
11725,3-4,3-4,82.03,15-20,0.24400000000000022,Graduate
11726,3-4,3-4,80.89,10-15,0.2889999999999997,Graduate
11727,3-4,3-4,80.78,0-5,-0.6299999999999999,Senior
11728,3-4,3-4,76.66,0-5,-0.10799999999999965,Freshman
11729,3-4,3-4,78.83,20-25,-0.45100000000000007,Freshman
11730,3-4,3-4,80.11,10-15,0.2280000000000002,Senior
11731,2-3,2-3,83.14,10-15,-1.3860000000000001,Freshman
11732,2-3,2-3,80.29,05-10,0.18900000000000006,Sophomore
11733,3-4,3-4,94.54,0-5,0.6869999999999998,Freshman
11734,3-4,3-4,64.63,15-20,-0.41400000000000015,Graduate
11735,2-3,2-3,81.62,05-10,-0.681,Sophomore
11736,3-4,3-4,100.0,0-5,0.43100000000000005,Freshman
11737,2-3,2-3,72.01,05-10,-1.2959999999999998,Graduate
11738,3-4,3-4,70.24,0-5,0.972,Junior
11739,2-3,2-3,80.56,05-10,-1.0779999999999998,Freshman
11740,3-4,3-4,75.54,0-5,0.5349999999999997,Senior
11741,3-4,3-4,80.77,15-20,-0.347,Freshman
11742,3-4,3-4,76.41,05-10,-0.04599999999999982,Senior
11743,3-4,2-3,80.37,20-25,-0.6469999999999998,Junior
11744,3-4,3-4,86.3,0-5,-0.12299999999999978,Freshman
11745,3-4,3-4,74.38,05-10,0.19100000000000028,Senior
11746,3-4,3-4,59.93,10-15,-0.9580000000000002,Junior
11747,3-4,3-4,90.96,05-10,0.395,Junior
11748,3-4,3-4,67.89,25-30,-0.3190000000000004,Graduate
11749,3-4,3-4,81.65,0-5,-0.524,Sophomore
11750,3-4,3-4,52.69,10-15,-0.17899999999999983,Sophomore
11751,3-4,3-4,62.09,0-5,0.5100000000000002,Graduate
11752,3-4,3-4,82.04,0-5,-0.8320000000000003,Junior
11753,2-3,2-3,45.16,0-5,-0.7869999999999999,Junior
11754,3-4,3-4,56.87,05-10,0.7150000000000003,Sophomore
11755,3-4,3-4,65.38,35-40,0.18199999999999994,Sophomore
11756,3-4,3-4,70.3,0-5,-0.585,Junior
11757,3-4,3-4,92.23,0-5,-0.20999999999999996,Sophomore
11758,3-4,3-4,61.99,0-5,0.05500000000000016,Sophomore
11759,3-4,2-3,71.87,05-10,-0.8259999999999996,Junior
11760,3-4,2-3,64.75,05-10,-0.2200000000000002,Freshman
11761,3-4,3-4,85.21,15-20,0.22899999999999965,Junior
11762,3-4,3-4,63.92,20-25,-0.5840000000000001,Senior
11763,3-4,3-4,65.3,35-40,0.22799999999999976,Freshman
11764,3-4,3-4,61.78,10-15,-0.4660000000000002,Senior
11765,2-3,2-3,97.59,05-10,-1.0779999999999998,Sophomore
11766,2-3,2-3,76.17,0-5,-0.1729999999999996,Graduate
11767,3-4,2-3,51.55,20-25,0.28100000000000014,Graduate
11768,2-3,2-3,76.41,15-20,-0.661,Senior
11769,3-4,3-4,96.81,05-10,0.6930000000000001,Sophomore
11770,3-4,3-4,100.0,10-15,0.05799999999999983,Graduate
11771,3-4,2-3,81.51,0-5,-1.1830000000000003,Graduate
11772,2-3,2-3,72.26,05-10,-0.8159999999999998,Junior
11773,3-4,3-4,66.25,15-20,1.331,Junior
11774,3-4,3-4,75.36,15-20,-0.8399999999999999,Freshman
11775,3-4,3-4,67.88,10-15,0.13900000000000023,Freshman
11776,3-4,3-4,95.15,0-5,-0.367,Junior
11777,3-4,3-4,84.19,0-5,-0.29300000000000015,Junior
11778,2-3,2-3,75.06,0-5,-0.7309999999999999,Sophomore
11779,3-4,3-4,93.98,15-20,0.9160000000000004,Freshman
11780,2-3,2-3,70.55,05-10,-1.83,Senior
11781,3-4,3-4,77.77,10-15,1.1280000000000001,Sophomore
11782,3-4,2-3,73.06,05-10,-1.226,Senior
11783,3-4,3-4,78.88,0-5,0.11100000000000021,Senior
11784,3-4,3-4,63.61,25-30,-0.9410000000000003,Junior
11785,3-4,3-4,65.91,05-10,0.121,Freshman
11786,3-4,3-4,73.82,20-25,0.34499999999999975,Junior
11787,2-3,2-3,72.82,0-5,-1.0910000000000002,Sophomore
11788,2-3,2-3,74.41,0-5,-0.387,Senior
11789,2-3,2-3,68.22,0-5,0.254,Freshman
11790,2-3,3-4,70.86,05-10,0.1559999999999997,Sophomore
11791,3-4,2-3,68.67,0-5,-0.08000000000000007,Junior
11792,3-4,3-4,84.84,15-20,-0.266,Senior
11793,3-4,3-4,63.69,05-10,0.516,Senior
11794,3-4,3-4,74.0,10-15,-0.041999999999999815,Sophomore
11795,2-3,2-3,74.52,0-5,-1.439,Junior
11796,3-4,2-3,76.89,0-5,-0.30400000000000027,Sophomore
11797,3-4,3-4,71.54,10-15,0.11499999999999977,Senior
11798,3-4,3-4,75.02,05-10,0.20499999999999963,Freshman
11799,2-3,2-3,64.88,05-10,-1.3399999999999999,Senior
11800,3-4,3-4,89.67,05-10,0.8699999999999997,Graduate
11801,3-4,3-4,90.72,05-10,-0.2250000000000001,Graduate
11802,3-4,3-4,67.31,20-25,-0.867,Graduate
11803,3-4,3-4,51.53,0-5,-0.004999999999999893,Sophomore
11804,3-4,3-4,78.59,0-5,0.30100000000000016,Sophomore
11805,3-4,3-4,84.26,0-5,-0.020000000000000018,Freshman
11806,2-3,2-3,71.29,0-5,-1.315,Freshman
11807,3-4,3-4,75.86,0-5,0.8069999999999999,Freshman
11808,3-4,3-4,91.3,10-15,0.3889999999999998,Senior
11809,3-4,3-4,49.56,10-15,-0.7959999999999998,Junior
11810,3-4,3-4,72.63,0-5,0.22899999999999965,Graduate
11811,3-4,2-3,84.16,20-25,-0.8700000000000001,Junior
11812,3-4,3-4,73.52,05-10,0.3889999999999998,Senior
11813,3-4,3-4,67.46,30-35,-0.903,Sophomore
11814,3-4,3-4,86.77,0-5,0.6510000000000002,Senior
11815,3-4,3-4,88.64,05-10,-0.17399999999999993,Graduate
11816,3-4,3-4,93.82,05-10,-0.403,Junior
11817,2-3,2-3,56.39,0-5,-1.2240000000000002,Freshman
11818,3-4,3-4,73.14,0-5,1.037,Freshman
11819,3-4,3-4,74.4,0-5,-0.08099999999999996,Senior
11820,3-4,3-4,68.23,0-5,-0.7270000000000003,Sophomore
11821,3-4,3-4,69.61,0-5,0.2360000000000002,Senior
11822,3-4,3-4,77.92,0-5,-0.018000000000000238,Senior
11823,3-4,3-4,100.0,05-10,-0.8359999999999999,Senior
11824,3-4,3-4,90.01,05-10,-0.4530000000000003,Senior
11825,3-4,3-4,68.4,35-40,-0.2679999999999998,Senior
11826,2-3,2-3,53.68,15-20,-0.8649999999999998,Junior
11827,2-3,2-3,78.71,05-10,-0.43999999999999995,Freshman
11828,3-4,3-4,79.59,0-5,0.75,Junior
11829,3-4,2-3,71.37,35-40,-0.952,Junior
11830,3-4,3-4,90.6,0-5,0.3350000000000004,Graduate
11831,3-4,3-4,66.64,0-5,-0.11299999999999999,Senior
11832,3-4,3-4,59.82,0-5,0.03000000000000025,Junior
11833,3-4,3-4,83.43,0-5,-0.48099999999999987,Junior
11834,3-4,3-4,64.94,05-10,-0.1080000000000001,Freshman
11835,3-4,3-4,56.48,25-30,-0.3169999999999997,Junior
11836,3-4,2-3,98.06,05-10,-0.6019999999999999,Freshman
11837,3-4,3-4,68.78,0-5,-0.04400000000000004,Freshman
11838,3-4,3-4,76.33,0-5,0.05099999999999971,Sophomore
11839,3-4,3-4,69.82,15-20,0.12199999999999989,Senior
11840,3-4,3-4,76.83,05-10,-0.7519999999999998,Graduate
11841,2-3,2-3,71.19,15-20,-0.9899999999999998,Senior
11842,3-4,3-4,71.92,05-10,1.286,Sophomore
11843,3-4,3-4,52.11,10-15,-0.22999999999999998,Freshman
11844,3-4,3-4,80.04,0-5,-0.5580000000000003,Sophomore
11845,3-4,2-3,97.74,0-5,-0.1519999999999997,Sophomore
