,Post_Semester_GPA_bracket,Pre_Semester_GPA_bracket,Skill_Retention_Score,Weekly_hours_bracket,GPA_diff,Year_of_Study
5746,3-4,3-4,75.4,15-20,-0.09299999999999997,junior
5747,3-4,3-4,68.36,0-5,-0.734,senior
5748,2-3,2-3,74.66,0-5,-0.9450000000000003,senior
5749,3-4,3-4,65.84,05-10,0.9709999999999996,freshman
5750,3-4,3-4,68.48,30-35,-0.7320000000000002,freshman
5751,3-4,3-4,88.64,0-5,-0.573,senior
5752,3-4,3-4,78.91,15-20,-0.1499999999999999,junior
5753,3-4,2-3,80.48,05-10,-0.16699999999999982,junior
5754,3-4,3-4,75.44,10-15,-0.016999999999999904,junior
5755,2-3,2-3,66.34,0-5,-1.0139999999999998,sophomore
5756,2-3,2-3,85.76,25-30,-0.13199999999999967,junior
5757,2-3,2-3,79.92,0-5,0.34499999999999975,sophomore
5758,3-4,2-3,62.34,0-5,-0.19499999999999984,junior
5759,3-4,3-4,83.26,0-5,0.17300000000000004,freshman
5760,3-4,3-4,65.7,05-10,0.512,senior
5761,2-3,2-3,65.66,0-5,-1.605,senior
5762,3-4,2-3,89.33,05-10,0.5,junior
5763,3-4,3-4,84.75,05-10,-0.137,sophomore
5764,3-4,3-4,77.42,05-10,0.26000000000000023,freshman
5765,3-4,2-3,83.61,10-15,-1.0510000000000002,freshman
5766,3-4,3-4,81.49,20-25,0.8070000000000004,freshman
5767,3-4,3-4,91.05,05-10,-0.18000000000000016,freshman
5768,3-4,3-4,75.8,20-25,-0.54,senior
5769,3-4,3-4,80.52,0-5,0.2829999999999999,graduate
5770,3-4,3-4,68.05,0-5,-0.44399999999999995,freshman
5771,3-4,3-4,76.96,0-5,0.2959999999999998,freshman
5772,2-3,2-3,72.7,25-30,-1.827,graduate
5773,3-4,2-3,67.94,0-5,0.6179999999999999,senior
5774,3-4,3-4,82.88,0-5,0.6269999999999998,sophomore
5775,3-4,3-4,86.08,0-5,-0.3860000000000001,graduate
5776,2-3,2-3,56.88,10-15,-1.1920000000000002,junior
5777,3-4,3-4,69.09,0-5,0.38400000000000034,senior
5778,2-3,2-3,100.0,0-5,-0.6839999999999997,senior
5779,3-4,3-4,65.55,0-5,0.7730000000000001,sophomore
5780,3-4,3-4,82.42,05-10,-0.532,junior
5781,3-4,3-4,57.62,05-10,-0.3729999999999998,freshman
5782,3-4,3-4,64.82,05-10,-0.04999999999999982,junior
5783,3-4,3-4,95.07,05-10,-0.5300000000000002,freshman
5784,2-3,3-4,65.18,35-40,-0.4990000000000001,sophomore
5785,3-4,3-4,71.15,0-5,0.766,sophomore
5786,3-4,2-3,66.3,35-40,-0.7640000000000002,sophomore
5787,3-4,3-4,72.65,0-5,0.34599999999999964,freshman
5788,3-4,3-4,74.48,05-10,-0.21300000000000008,senior
5789,3-4,3-4,81.91,0-5,-0.3849999999999998,junior
5790,3-4,3-4,72.76,05-10,0.3879999999999999,senior
5791,2-3,2-3,77.37,0-5,-1.237,senior
5792,3-4,3-4,100.0,05-10,0.4990000000000001,freshman
5793,3-4,3-4,68.92,0-5,-0.06099999999999994,junior
5794,3-4,2-3,76.04,15-20,-0.387,senior
5795,3-4,3-4,68.17,0-5,-0.19399999999999995,junior
5796,3-4,3-4,76.97,20-25,-0.3740000000000001,graduate
5797,3-4,3-4,92.63,25-30,-0.4209999999999998,junior
5798,3-4,3-4,87.09,0-5,-0.4929999999999999,junior
5799,3-4,3-4,87.41,10-15,0.19500000000000028,senior
5800,3-4,3-4,75.41,0-5,-0.3660000000000001,freshman
5801,2-3,2-3,69.39,05-10,-1.3940000000000001,junior
5802,3-4,3-4,70.14,10-15,0.5920000000000001,freshman
5803,3-4,3-4,83.5,0-5,0.0040000000000000036,sophomore
5804,3-4,3-4,58.06,05-10,0.5059999999999998,freshman
5805,3-4,2-3,65.66,30-35,-0.9359999999999999,junior
5806,3-4,3-4,74.9,0-5,0.2240000000000002,senior
5807,3-4,2-3,95.61,0-5,-0.7380000000000004,freshman
5808,3-4,3-4,84.75,0-5,0.18400000000000016,senior
5809,2-3,2-3,42.55,10-15,-0.9050000000000002,freshman
5810,3-4,2-3,65.96,0-5,0.31499999999999995,freshman
5811,3-4,3-4,81.95,10-15,0.46799999999999997,graduate
5812,3-4,3-4,70.38,0-5,-0.3179999999999996,freshman
5813,3-4,2-3,70.96,0-5,-1.0230000000000001,freshman
5814,2-3,2-3,66.96,0-5,-0.2589999999999999,freshman
5815,3-4,3-4,86.08,35-40,0.887,sophomore
5816,3-4,3-4,64.9,10-15,-0.04600000000000026,sophomore
5817,3-4,3-4,71.16,0-5,-0.1080000000000001,freshman
5818,3-4,3-4,75.61,0-5,-0.8559999999999999,junior
5819,3-4,3-4,68.1,05-10,-0.23099999999999987,sophomore
5820,2-3,2-3,69.83,35-40,-0.42700000000000005,junior
5821,2-3,2-3,86.95,0-5,-0.05900000000000016,graduate
5822,3-4,3-4,72.03,0-5,0.8970000000000002,sophomore
5823,3-4,3-4,70.8,0-5,-0.589,junior
5824,3-4,3-4,48.69,0-5,-0.5380000000000003,sophomore
5825,3-4,3-4,57.82,0-5,-0.2609999999999997,freshman
5826,3-4,3-4,76.89,0-5,-0.20100000000000007,senior
5827,2-3,2-3,65.34,05-10,-0.6279999999999997,junior
5828,3-4,3-4,81.73,0-5,0.649,freshman
5829,3-4,3-4,76.45,30-35,-0.45100000000000007,sophomore
5830,2-3,2-3,95.36,10-15,-0.7560000000000002,sophomore
5831,3-4,3-4,91.84,05-10,0.484,senior
5832,3-4,3-4,83.17,0-5,0.02499999999999991,senior
5833,2-3,2-3,94.84,20-25,-1.484,sophomore
5834,3-4,3-4,73.29,0-5,0.48099999999999987,freshman
5835,3-4,3-4,65.99,05-10,0.4969999999999999,sophomore
5836,3-4,3-4,80.2,0-5,-0.37600000000000033,senior
5837,3-4,3-4,84.25,10-15,-0.5110000000000001,junior
5838,2-3,2-3,74.68,05-10,-1.044,freshman
5839,3-4,3-4,69.42,0-5,0.931,freshman
5840,2-3,2-3,86.79,05-10,-1.5070000000000001,sophomore
5841,3-4,3-4,72.98,05-10,1.1229999999999998,freshman
5842,2-3,2-3,80.46,05-10,-1.4640000000000004,senior
5843,3-4,3-4,100.0,0-5,0.41700000000000026,sophomore
5844,3-4,3-4,72.19,0-5,-0.3679999999999999,graduate
5845,3-4,3-4,93.51,0-5,0.13600000000000012,junior
5846,2-3,2-3,62.9,0-5,-1.0870000000000002,sophomore
5847,3-4,3-4,78.63,10-15,1.017,junior
5848,3-4,3-4,76.4,0-5,-0.96,sophomore
5849,3-4,3-4,100.0,05-10,0.3839999999999999,freshman
5850,3-4,3-4,79.69,0-5,-0.23399999999999999,graduate
5851,3-4,3-4,93.1,10-15,0.017000000000000348,junior
5852,3-4,3-4,83.95,0-5,-0.3719999999999999,freshman
5853,3-4,3-4,60.82,05-10,-0.3259999999999996,sophomore
5854,3-4,3-4,71.68,0-5,0.43199999999999994,freshman
5855,3-4,3-4,74.27,05-10,-0.4129999999999998,sophomore
5856,3-4,3-4,80.47,10-15,-0.5760000000000001,freshman
5857,3-4,2-3,57.36,15-20,-0.375,sophomore
5858,3-4,2-3,90.69,05-10,-0.19300000000000006,senior
5859,3-4,3-4,100.0,10-15,0.7629999999999999,senior
5860,3-4,3-4,86.56,15-20,-0.8029999999999999,sophomore
5861,3-4,3-4,68.6,0-5,-0.13599999999999968,junior
5862,3-4,3-4,64.07,05-10,-0.1849999999999996,freshman
5863,2-3,3-4,74.68,10-15,-0.6040000000000001,freshman
5864,3-4,3-4,87.75,0-5,0.31899999999999995,junior
5865,3-4,3-4,57.76,10-15,-0.274,senior
5866,3-4,3-4,91.03,0-5,-0.3740000000000001,freshman
5867,3-4,3-4,67.54,05-10,-0.09600000000000009,sophomore
5868,3-4,2-3,69.4,0-5,-0.8319999999999999,graduate
5869,3-4,3-4,57.79,0-5,0.23199999999999976,senior
5870,3-4,3-4,79.72,0-5,0.21399999999999997,freshman
5871,3-4,3-4,79.35,0-5,-0.18999999999999995,sophomore
5872,3-4,3-4,82.02,15-20,-0.637,graduate
5873,3-4,3-4,81.23,05-10,-0.13500000000000023,sophomore
5874,2-3,2-3,82.94,0-5,-0.6800000000000002,junior
5875,3-4,3-4,85.51,0-5,0.9159999999999999,sophomore
5876,3-4,3-4,70.79,0-5,-0.5859999999999999,junior
5877,3-4,3-4,81.8,0-5,0.16199999999999992,sophomore
5878,1-2,1-2,51.56,20-25,-2.002,senior
5879,3-4,3-4,100.0,05-10,1.755,sophomore
5880,3-4,2-3,84.67,10-15,-1.202,junior
5881,3-4,3-4,53.9,0-5,0.2370000000000001,sophomore
5882,2-3,2-3,77.22,25-30,-0.8340000000000001,sophomore
5883,3-4,3-4,79.09,05-10,0.6119999999999997,senior
5884,2-3,1-2,79.84,10-15,-2.186,graduate
5885,1-2,1-2,38.5,20-25,-0.46499999999999986,graduate
5886,3-4,3-4,87.05,05-10,1.3359999999999999,freshman
5887,3-4,3-4,63.57,0-5,0.45199999999999996,junior
5888,3-4,3-4,100.0,0-5,-0.2569999999999997,senior
5889,3-4,3-4,95.64,05-10,-0.1589999999999998,junior
5890,3-4,3-4,63.41,0-5,-0.2919999999999998,senior
5891,3-4,2-3,50.07,05-10,-0.831,graduate
5892,2-3,2-3,71.49,0-5,-0.5390000000000001,sophomore
5893,3-4,3-4,62.07,25-30,1.0710000000000002,senior
5894,3-4,2-3,62.93,05-10,-0.8399999999999999,freshman
5895,2-3,2-3,60.95,30-35,-0.6030000000000002,graduate
5896,3-4,3-4,68.35,05-10,0.6069999999999998,senior
5897,3-4,3-4,60.87,0-5,-0.10500000000000043,junior
5898,3-4,2-3,65.37,30-35,-0.21599999999999975,senior
5899,2-3,2-3,90.51,05-10,-0.4159999999999999,senior
5900,2-3,2-3,56.88,0-5,-0.8109999999999999,junior
5901,3-4,3-4,90.89,10-15,0.9750000000000001,graduate
5902,3-4,3-4,73.37,15-20,-0.07399999999999984,freshman
5903,3-4,3-4,85.96,0-5,-0.30600000000000005,graduate
5904,3-4,2-3,64.9,05-10,-0.7599999999999998,freshman
5905,2-3,2-3,63.15,0-5,-0.9700000000000002,junior
5906,3-4,3-4,74.08,10-15,1.165,sophomore
5907,2-3,2-3,76.24,05-10,-1.362,sophomore
5908,3-4,3-4,68.71,0-5,0.6200000000000001,junior
5909,3-4,3-4,82.14,0-5,-0.09299999999999997,freshman
5910,3-4,3-4,100.0,05-10,-0.9460000000000002,graduate
5911,2-3,2-3,70.94,10-15,-0.47299999999999986,sophomore
5912,3-4,3-4,90.6,0-5,0.8879999999999999,sophomore
5913,3-4,3-4,85.94,0-5,-0.7450000000000001,graduate
5914,3-4,3-4,88.28,10-15,-0.1719999999999997,senior
5915,3-4,3-4,100.0,20-25,0.08700000000000019,senior
5916,3-4,3-4,58.63,05-10,-0.2789999999999999,freshman
5917,3-4,3-4,87.19,10-15,-0.5640000000000001,senior
5918,3-4,3-4,68.76,15-20,0.1259999999999999,sophomore
5919,3-4,3-4,78.54,15-20,0.3759999999999999,graduate
5920,3-4,3-4,100.0,05-10,-0.7570000000000001,senior
5921,3-4,3-4,66.95,25-30,-0.44099999999999984,senior
5922,3-4,3-4,94.91,05-10,-0.2519999999999998,senior
5923,3-4,3-4,79.54,0-5,0.23499999999999988,junior
5924,2-3,2-3,56.78,0-5,-1.7440000000000002,senior
5925,3-4,3-4,83.22,15-20,0.7679999999999998,junior
5926,2-3,2-3,79.39,05-10,-1.181,freshman
5927,3-4,3-4,91.24,20-25,0.6269999999999998,sophomore
5928,3-4,2-3,47.95,30-35,-0.9249999999999998,sophomore
5929,3-4,3-4,73.91,20-25,0.34399999999999986,senior
5930,3-4,3-4,73.33,0-5,-0.2999999999999998,junior
5931,3-4,3-4,100.0,05-10,0.17899999999999983,junior
5932,3-4,3-4,49.72,35-40,-0.19099999999999984,senior
5933,3-4,3-4,81.71,0-5,-0.3860000000000001,junior
5934,3-4,3-4,86.04,05-10,-0.706,freshman
5935,2-3,2-3,69.17,30-35,-1.016,freshman
5936,3-4,2-3,61.77,0-5,0.28600000000000003,freshman
5937,3-4,2-3,100.0,0-5,-0.31899999999999995,freshman
5938,3-4,3-4,84.17,05-10,0.40200000000000014,sophomore
5939,3-4,3-4,64.15,0-5,0.01200000000000001,junior
5940,2-3,2-3,89.97,0-5,-1.0309999999999997,freshman
5941,3-4,2-3,86.98,0-5,-0.17300000000000004,freshman
5942,3-4,3-4,96.85,0-5,0.42700000000000005,graduate
5943,1-2,1-2,50.19,0-5,-1.9969999999999999,graduate
5944,3-4,3-4,58.07,0-5,1.985,junior
5945,3-4,3-4,88.47,0-5,-0.831,freshman
5946,2-3,2-3,100.0,0-5,-0.3860000000000001,senior
5947,3-4,3-4,72.13,0-5,0.891,junior
5948,3-4,3-4,60.94,0-5,-0.12400000000000011,freshman
5949,3-4,3-4,93.6,0-5,-0.391,junior
5950,3-4,3-4,77.42,0-5,-0.9099999999999997,freshman
5951,3-4,2-3,76.47,05-10,-0.33599999999999985,graduate
5952,3-4,3-4,92.29,0-5,-0.32600000000000007,senior
5953,2-3,2-3,63.53,05-10,-0.6120000000000001,sophomore
5954,3-4,3-4,100.0,0-5,0.7309999999999999,sophomore
5955,3-4,3-4,58.97,10-15,-0.2190000000000003,sophomore
5956,2-3,2-3,97.76,0-5,-1.3490000000000002,graduate
5957,3-4,3-4,95.61,10-15,0.06199999999999983,sophomore
5958,3-4,3-4,67.67,05-10,0.0349999999999997,freshman
5959,3-4,3-4,80.14,05-10,-0.12400000000000011,freshman
5960,3-4,3-4,74.06,0-5,-0.5880000000000001,freshman
5961,3-4,3-4,74.48,10-15,0.11699999999999999,graduate
5962,2-3,2-3,59.7,0-5,-1.0819999999999999,graduate
5963,2-3,2-3,97.97,0-5,-0.18900000000000006,sophomore
5964,3-4,3-4,48.42,05-10,1.2080000000000002,freshman
5965,3-4,3-4,76.57,05-10,0.1120000000000001,junior
5966,3-4,3-4,75.17,05-10,-0.6030000000000002,senior
5967,3-4,3-4,56.88,05-10,-0.379,sophomore
5968,3-4,3-4,76.46,0-5,-0.496,junior
5969,3-4,3-4,63.78,0-5,-0.05799999999999983,freshman
5970,3-4,3-4,82.21,05-10,-0.1469999999999998,sophomore
5971,3-4,3-4,63.9,0-5,-0.33999999999999986,senior
5972,3-4,3-4,78.23,0-5,-0.2639999999999998,junior
5973,3-4,3-4,66.24,05-10,0.11699999999999999,junior
5974,3-4,3-4,73.88,05-10,-0.029999999999999805,senior
5975,3-4,3-4,64.8,0-5,-0.75,senior
5976,3-4,3-4,64.35,20-25,0.32899999999999974,freshman
5977,3-4,2-3,85.56,25-30,-1.1989999999999998,sophomore
5978,2-3,2-3,76.53,05-10,-0.7229999999999999,senior
5979,3-4,3-4,91.38,0-5,1.2200000000000002,junior
5980,3-4,2-3,100.0,05-10,-1.068,senior
5981,3-4,2-3,68.35,05-10,-0.6389999999999998,sophomore
5982,3-4,3-4,63.89,0-5,0.32699999999999996,freshman
5983,3-4,3-4,98.21,10-15,-0.1499999999999999,freshman
5984,2-3,2-3,54.43,30-35,-1.2200000000000002,sophomore
5985,1-2,2-3,32.43,30-35,-0.4630000000000001,sophomore
5986,3-4,3-4,73.75,20-25,1.7249999999999999,graduate
5987,2-3,2-3,80.99,10-15,-0.7769999999999997,junior
5988,3-4,3-4,69.13,0-5,0.7169999999999996,junior
5989,3-4,3-4,82.2,0-5,-0.30299999999999994,senior
5990,3-4,3-4,88.65,20-25,-0.08400000000000007,junior
5991,2-3,2-3,63.02,15-20,-1.3599999999999999,senior
5992,3-4,3-4,77.81,05-10,1.3030000000000004,senior
5993,3-4,3-4,54.7,0-5,-0.96,sophomore
5994,3-4,3-4,84.86,0-5,0.47399999999999975,freshman
5995,3-4,2-3,80.51,05-10,-1.0899999999999999,graduate
5996,3-4,2-3,66.13,10-15,-0.22799999999999976,senior
5997,3-4,3-4,89.12,0-5,0.18500000000000005,senior
5998,2-3,2-3,61.98,0-5,-1.1360000000000001,senior
5999,3-4,3-4,67.16,0-5,0.8320000000000003,junior
6000,3-4,3-4,84.19,0-5,-0.41400000000000015,junior
6001,2-3,2-3,83.01,0-5,-0.98,graduate
6002,3-4,3-4,78.9,20-25,0.7040000000000002,senior
6003,3-4,3-4,65.25,05-10,-0.2490000000000001,senior
6004,2-3,2-3,82.69,0-5,-1.2719999999999998,junior
6005,2-3,3-4,81.4,15-20,0.7959999999999998,graduate
6006,3-4,3-4,62.42,0-5,0.6059999999999999,senior
6007,3-4,2-3,100.0,05-10,-0.8489999999999998,senior
6008,3-4,3-4,98.91,0-5,0.22399999999999975,freshman
6009,3-4,3-4,64.81,0-5,-0.5770000000000004,junior
6010,2-3,2-3,77.73,30-35,-0.7210000000000001,sophomore
6011,3-4,3-4,95.83,05-10,0.6350000000000002,senior
6012,3-4,2-3,98.33,0-5,-0.5300000000000002,junior
6013,3-4,3-4,84.11,0-5,-0.22999999999999998,freshman
6014,3-4,3-4,71.72,0-5,0.06599999999999984,junior
6015,3-4,3-4,71.87,0-5,0.20199999999999996,junior
6016,2-3,2-3,81.47,0-5,-1.4889999999999999,senior
6017,3-4,3-4,77.97,10-15,0.4930000000000003,junior
6018,2-3,2-3,67.29,05-10,-0.9790000000000001,junior
6019,2-3,2-3,79.91,05-10,-0.7719999999999998,senior
6020,3-4,3-4,90.14,0-5,1.0029999999999997,senior
6021,3-4,3-4,100.0,15-20,-0.45199999999999996,graduate
6022,3-4,3-4,91.34,10-15,-0.18599999999999994,sophomore
6023,3-4,3-4,74.5,20-25,-0.23499999999999988,senior
6024,3-4,3-4,69.06,0-5,0.496,freshman
6025,3-4,3-4,60.81,05-10,-0.56,senior
6026,3-4,2-3,77.77,0-5,-0.6920000000000002,senior
6027,3-4,3-4,58.71,15-20,-0.06899999999999995,senior
6028,3-4,3-4,54.84,0-5,-0.5139999999999998,freshman
6029,3-4,3-4,87.96,0-5,0.5389999999999997,graduate
6030,3-4,3-4,87.62,15-20,-0.9620000000000002,graduate
6031,2-3,2-3,37.81,0-5,-0.16400000000000015,sophomore
6032,2-3,2-3,56.78,05-10,-0.16999999999999993,junior
6033,3-4,3-4,72.45,10-15,1.1140000000000003,graduate
6034,3-4,3-4,60.66,0-5,-0.5800000000000001,junior
6035,3-4,3-4,100.0,20-25,-0.18500000000000005,junior
6036,3-4,3-4,83.62,0-5,-0.22799999999999976,junior
6037,3-4,3-4,77.56,05-10,-0.15600000000000014,senior
6038,3-4,3-4,85.08,20-25,-0.387,junior
6039,3-4,2-3,74.66,25-30,-0.7330000000000001,sophomore
6040,3-4,3-4,71.45,05-10,-0.16800000000000015,junior
6041,2-3,2-3,93.33,10-15,-0.5879999999999996,graduate
6042,3-4,3-4,100.0,0-5,0.552,graduate
6043,2-3,2-3,69.36,10-15,-1.7799999999999998,senior
6044,3-4,3-4,80.94,0-5,1.2590000000000003,sophomore
6045,2-3,2-3,66.06,10-15,-0.9990000000000001,senior
6046,3-4,3-4,100.0,05-10,0.6499999999999999,sophomore
6047,3-4,3-4,96.39,0-5,0.017999999999999794,senior
6048,3-4,3-4,76.66,05-10,-0.37600000000000033,junior
6049,3-4,3-4,87.35,05-10,-0.46799999999999997,sophomore
6050,3-4,3-4,100.0,05-10,-0.02100000000000035,junior
6051,3-4,3-4,67.98,0-5,-0.24799999999999978,senior
6052,3-4,3-4,80.22,05-10,-0.14900000000000002,graduate
6053,3-4,3-4,68.1,0-5,-0.5840000000000001,freshman
6054,3-4,2-3,87.63,0-5,-0.5669999999999997,junior
6055,3-4,3-4,72.45,0-5,0.33599999999999985,junior
6056,2-3,2-3,80.44,10-15,-1.376,junior
6057,3-4,2-3,92.2,10-15,0.16300000000000026,graduate
6058,3-4,3-4,96.49,20-25,-0.02400000000000002,junior
6059,3-4,2-3,94.37,10-15,-0.6139999999999999,senior
6060,3-4,3-4,59.36,0-5,0.019000000000000128,senior
6061,3-4,3-4,79.93,20-25,0.44799999999999995,freshman
6062,3-4,3-4,100.0,0-5,-0.2789999999999999,senior
6063,3-4,3-4,94.68,0-5,-0.391,senior
6064,3-4,2-3,81.71,05-10,-1.048,senior
6065,3-4,2-3,80.13,05-10,-0.2530000000000001,freshman
6066,2-3,2-3,58.77,0-5,-0.44200000000000017,sophomore
6067,3-4,3-4,100.0,05-10,0.5070000000000001,senior
6068,3-4,3-4,99.81,0-5,0.45100000000000007,sophomore
6069,3-4,2-3,70.8,10-15,-1.0859999999999999,graduate
6070,3-4,2-3,49.7,0-5,-0.33599999999999985,junior
6071,2-3,2-3,86.48,10-15,-0.577,freshman
6072,3-4,3-4,74.81,05-10,0.2360000000000002,senior
6073,3-4,3-4,79.03,05-10,-0.22099999999999964,junior
6074,2-3,2-3,63.14,15-20,-0.988,sophomore
6075,3-4,3-4,100.0,10-15,1.29,freshman
6076,3-4,3-4,91.49,0-5,-0.516,freshman
6077,3-4,3-4,74.14,35-40,-0.2629999999999999,freshman
6078,3-4,3-4,90.92,0-5,0.1419999999999999,junior
6079,2-3,2-3,62.78,05-10,-1.846,senior
6080,2-3,2-3,69.16,0-5,-0.13800000000000034,sophomore
6081,3-4,3-4,83.86,0-5,1.2120000000000002,senior
6082,3-4,3-4,71.36,0-5,-0.806,graduate
6083,3-4,3-4,83.6,10-15,-0.24899999999999967,junior
6084,3-4,2-3,65.8,0-5,-0.23100000000000032,senior
6085,3-4,3-4,82.18,0-5,0.28800000000000026,freshman
6086,3-4,3-4,69.34,0-5,-0.08700000000000019,freshman
6087,2-3,2-3,65.4,15-20,-0.33899999999999997,sophomore
6088,3-4,3-4,71.45,05-10,0.32099999999999973,senior
6089,3-4,3-4,95.64,05-10,0.18299999999999983,senior
6090,3-4,3-4,75.01,0-5,-0.5070000000000001,graduate
6091,3-4,3-4,90.98,0-5,0.25,junior
6092,3-4,3-4,59.05,0-5,-0.38000000000000034,sophomore
6093,3-4,3-4,79.69,05-10,-0.22100000000000009,senior
6094,3-4,3-4,73.82,0-5,-0.6299999999999999,freshman
6095,3-4,2-3,74.37,15-20,-0.07200000000000006,senior
6096,2-3,2-3,100.0,05-10,-0.8980000000000001,sophomore
6097,2-3,2-3,96.81,0-5,-0.08900000000000041,freshman
6098,3-4,3-4,73.76,10-15,1.1400000000000001,freshman
6099,3-4,3-4,70.2,0-5,-0.46799999999999997,graduate
6100,3-4,3-4,89.42,10-15,-0.8769999999999998,junior
6101,3-4,3-4,50.13,0-5,-0.13600000000000012,freshman
6102,2-3,2-3,86.49,15-20,-0.254,sophomore
6103,3-4,3-4,72.94,0-5,0.3620000000000001,sophomore
6104,2-3,2-3,82.27,0-5,-0.5190000000000001,freshman
6105,3-4,3-4,100.0,20-25,1.1069999999999998,freshman
6106,2-3,2-3,54.61,15-20,-1.4409999999999998,senior
6107,3-4,2-3,97.98,20-25,0.16000000000000014,senior
6108,2-3,2-3,96.65,0-5,-0.645,graduate
6109,3-4,3-4,80.72,05-10,0.7370000000000001,freshman
6110,3-4,2-3,73.09,0-5,-0.883,graduate
6111,3-4,3-4,74.42,0-5,0.2530000000000001,sophomore
6112,3-4,2-3,83.54,10-15,-0.33499999999999996,sophomore
6113,2-3,2-3,49.96,20-25,-0.4440000000000004,freshman
6114,2-3,2-3,79.96,30-35,-0.23299999999999965,graduate
6115,3-4,2-3,68.49,15-20,-0.1459999999999999,graduate
6116,3-4,3-4,96.01,0-5,0.1339999999999999,graduate
6117,3-4,3-4,58.82,05-10,-0.4269999999999996,freshman
6118,3-4,3-4,100.0,05-10,0.0030000000000001137,senior
6119,3-4,3-4,89.06,05-10,-0.839,junior
6120,3-4,3-4,72.18,0-5,-0.19499999999999984,freshman
6121,3-4,3-4,80.33,05-10,-0.04700000000000015,sophomore
6122,3-4,3-4,72.11,0-5,-0.4849999999999999,senior
6123,3-4,3-4,68.07,05-10,-0.30600000000000005,senior
6124,3-4,3-4,73.14,15-20,-0.08400000000000007,senior
6125,3-4,3-4,81.34,05-10,-0.8199999999999998,junior
6126,2-3,2-3,60.14,10-15,-1.0559999999999996,junior
6127,3-4,3-4,64.06,15-20,0.8399999999999999,senior
6128,3-4,3-4,81.92,20-25,-0.41000000000000014,senior
6129,2-3,2-3,58.99,15-20,-1.016,freshman
6130,2-3,2-3,82.92,0-5,0.44899999999999984,senior
6131,3-4,3-4,72.89,0-5,0.14000000000000012,sophomore
6132,2-3,2-3,77.59,05-10,-0.395,sophomore
6133,2-3,2-3,73.55,15-20,-0.1479999999999997,freshman
6134,3-4,3-4,56.93,10-15,1.3379999999999996,junior
6135,3-4,2-3,73.29,10-15,-0.8300000000000001,freshman
6136,3-4,2-3,85.92,0-5,-0.6059999999999999,graduate
6137,2-3,2-3,45.26,0-5,-0.258,junior
6138,3-4,3-4,63.68,0-5,1.0429999999999997,graduate
6139,3-4,3-4,65.7,0-5,-0.2570000000000001,sophomore
6140,2-3,2-3,63.54,05-10,-1.202,senior
6141,3-4,3-4,100.0,0-5,0.2330000000000001,graduate
6142,2-3,2-3,88.28,05-10,-0.7090000000000001,sophomore
6143,3-4,3-4,51.24,0-5,0.7029999999999998,freshman
6144,3-4,3-4,75.35,0-5,-0.6549999999999998,junior
6145,3-4,2-3,74.99,15-20,-1.057,sophomore
6146,3-4,2-3,81.77,20-25,-0.2250000000000001,sophomore
6147,3-4,3-4,78.63,25-30,0.5090000000000003,graduate
6148,3-4,3-4,90.41,05-10,-0.3039999999999998,senior
6149,3-4,2-3,80.8,05-10,-1.146,junior
6150,3-4,3-4,62.26,05-10,-0.017999999999999794,freshman
6151,3-4,3-4,78.18,10-15,0.3150000000000004,freshman
6152,3-4,2-3,73.13,0-5,-0.8040000000000003,sophomore
6153,3-4,3-4,66.13,15-20,0.3380000000000001,junior
6154,3-4,2-3,58.74,0-5,-0.8820000000000001,junior
6155,2-3,3-4,72.61,20-25,-0.04700000000000015,freshman
6156,3-4,3-4,100.0,05-10,1.1470000000000002,graduate
6157,2-3,2-3,65.26,0-5,-1.436,junior
6158,2-3,2-3,64.06,35-40,0.11399999999999988,freshman
6159,3-4,3-4,74.69,10-15,0.645,senior
6160,3-4,3-4,100.0,0-5,-0.577,freshman
6161,2-3,2-3,67.83,0-5,-0.8889999999999998,senior
6162,2-3,3-4,57.59,35-40,0.371,senior
6163,3-4,3-4,75.98,0-5,0.9449999999999998,graduate
6164,3-4,3-4,77.84,25-30,-0.266,sophomore
6165,3-4,3-4,46.58,30-35,-0.45100000000000007,freshman
6166,3-4,3-4,74.4,20-25,-0.04600000000000026,freshman
6167,3-4,3-4,77.35,0-5,0.4910000000000001,freshman
6168,3-4,3-4,63.67,25-30,-0.3969999999999998,senior
6169,2-3,2-3,77.06,10-15,-1.775,senior
6170,2-3,2-3,73.22,20-25,0.22999999999999998,graduate
6171,2-3,2-3,79.83,15-20,-0.5019999999999998,sophomore
6172,2-3,2-3,63.14,15-20,0.5190000000000001,senior
6173,3-4,3-4,77.87,0-5,0.6799999999999997,freshman
6174,2-3,2-3,65.81,25-30,-1.4089999999999998,graduate
6175,2-3,2-3,76.64,15-20,0.5190000000000001,freshman
6176,3-4,3-4,84.03,05-10,0.9450000000000003,senior
6177,3-4,3-4,55.42,0-5,-0.548,sophomore
6178,3-4,3-4,92.17,05-10,0.246,freshman
6179,3-4,3-4,69.78,05-10,-0.6659999999999999,senior
6180,3-4,3-4,97.94,0-5,-0.16800000000000015,graduate
6181,3-4,3-4,76.48,0-5,0.22099999999999964,senior
6182,3-4,3-4,66.32,0-5,-0.18900000000000006,sophomore
6183,3-4,3-4,51.87,0-5,-0.45199999999999996,sophomore
6184,2-3,3-4,35.9,05-10,-0.7970000000000002,freshman
6185,3-4,2-3,75.6,0-5,-0.16300000000000026,senior
6186,3-4,2-3,86.5,05-10,-0.03600000000000003,freshman
